uid,tax-identifier,tax-name,article,corpus,organisme-affectataire,classification,date,montant
1742,235,Taxe sur les spectacles,article 86 ,LFI 2006,Association pour le soutien du théâtre privé,Agence de l'État,2007-01-01,5.0
1743,235,Taxe sur les spectacles,article 86 ,LFI 2006,Association pour le soutien du théâtre privé,Agence de l'État,2008-01-01,6.0
1744,235,Taxe sur les spectacles,article 86 ,LFI 2006,Association pour le soutien du théâtre privé,Agence de l'État,2009-01-01,6.0
1745,235,Taxe sur les spectacles,article 86 ,LFI 2006,Association pour le soutien du théâtre privé,Agence de l'État,2010-01-01,7.0
1746,235,Taxe sur les spectacles,article 86 ,LFI 2006,Association pour le soutien du théâtre privé,Agence de l'État,2011-01-01,6.0
1747,235,Taxe sur les spectacles,article 86 ,LFI 2006,Association pour le soutien du théâtre privé,Agence de l'État,2012-01-01,7.0
1748,235,Taxe sur les spectacles,article 86 ,LFI 2006,Association pour le soutien du théâtre privé,Agence de l'État,2013-01-01,6.0
1749,74,"Taxe pour le développement des industries des matériaux de construction regroupant les industries du béton, de la terre cuite et des roches ornementales et de construction",art 111,LFI 2007,Multiples (consulaire et professionnel),Organisme professionnel,2007-01-01,18.0
1750,74,"Taxe pour le développement des industries des matériaux de construction regroupant les industries du béton, de la terre cuite et des roches ornementales et de construction",art 111,LFI 2007,Multiples (consulaire et professionnel),Organisme professionnel,2008-01-01,17.0
1751,74,"Taxe pour le développement des industries des matériaux de construction regroupant les industries du béton, de la terre cuite et des roches ornementales et de construction",art 111,LFI 2007,Multiples (consulaire et professionnel),Organisme professionnel,2009-01-01,15.0
1752,74,"Taxe pour le développement des industries des matériaux de construction regroupant les industries du béton, de la terre cuite et des roches ornementales et de construction",art 111,LFI 2007,Multiples (consulaire et professionnel),Organisme professionnel,2010-01-01,15.0
1753,74,"Taxe pour le développement des industries des matériaux de construction regroupant les industries du béton, de la terre cuite et des roches ornementales et de construction",art 111,LFI 2007,Multiples (consulaire et professionnel),Organisme professionnel,2011-01-01,15.0
1754,74,"Taxe pour le développement des industries des matériaux de construction regroupant les industries du béton, de la terre cuite et des roches ornementales et de construction",art 111,LFI 2007,Multiples (consulaire et professionnel),Organisme professionnel,2012-01-01,16.0
1755,74,"Taxe pour le développement des industries des matériaux de construction regroupant les industries du béton, de la terre cuite et des roches ornementales et de construction",art 111,LFI 2007,Multiples (consulaire et professionnel),Organisme professionnel,2013-01-01,16.0
1756,69,Taxe pour le développement des industries de l'ameublement ainsi que des industries du bois,article 109,LFI 2007,Multiples (consulaire et professionnel),Organisme professionnel,2007-01-01,13.0
1757,69,Taxe pour le développement des industries de l'ameublement ainsi que des industries du bois,article 109,LFI 2007,Multiples (consulaire et professionnel),Organisme professionnel,2008-01-01,14.0
1758,69,Taxe pour le développement des industries de l'ameublement ainsi que des industries du bois,article 109,LFI 2007,Multiples (consulaire et professionnel),Organisme professionnel,2009-01-01,11.0
1759,69,Taxe pour le développement des industries de l'ameublement ainsi que des industries du bois,article 109,LFI 2007,Multiples (consulaire et professionnel),Organisme professionnel,2010-01-01,18.0
1760,69,Taxe pour le développement des industries de l'ameublement ainsi que des industries du bois,article 109,LFI 2007,Multiples (consulaire et professionnel),Organisme professionnel,2011-01-01,15.0
1761,69,Taxe pour le développement des industries de l'ameublement ainsi que des industries du bois,article 109,LFI 2007,Multiples (consulaire et professionnel),Organisme professionnel,2012-01-01,14.0
1762,69,Taxe pour le développement des industries de l'ameublement ainsi que des industries du bois,article 109,LFI 2007,Multiples (consulaire et professionnel),Organisme professionnel,2013-01-01,17.0
1763,71,"Taxe pour le développement des industries de l'horlogerie, bijouterie, joaillerie, orfèvrerie et arts de la table",article 110,LFI 2007,Francéclat,Organisme professionnel,2007-01-01,12.0
1764,71,"Taxe pour le développement des industries de l'horlogerie, bijouterie, joaillerie, orfèvrerie et arts de la table",article 110,LFI 2007,Francéclat,Organisme professionnel,2008-01-01,13.0
1765,71,"Taxe pour le développement des industries de l'horlogerie, bijouterie, joaillerie, orfèvrerie et arts de la table",article 110,LFI 2007,Francéclat,Organisme professionnel,2009-01-01,10.0
1766,71,"Taxe pour le développement des industries de l'horlogerie, bijouterie, joaillerie, orfèvrerie et arts de la table",article 110,LFI 2007,Francéclat,Organisme professionnel,2010-01-01,13.0
1767,71,"Taxe pour le développement des industries de l'horlogerie, bijouterie, joaillerie, orfèvrerie et arts de la table",article 110,LFI 2007,Francéclat,Organisme professionnel,2011-01-01,14.0
1768,71,"Taxe pour le développement des industries de l'horlogerie, bijouterie, joaillerie, orfèvrerie et arts de la table",article 110,LFI 2007,Francéclat,Organisme professionnel,2012-01-01,14.0
1769,71,"Taxe pour le développement des industries de l'horlogerie, bijouterie, joaillerie, orfèvrerie et arts de la table",article 110,LFI 2007,Francéclat,Organisme professionnel,2013-01-01,14.0
1770,186,Taxe pour l'évaluation et le contrôle de la mise sur le marché des produits phytopharmaceutiques et à leurs adjuvants mentionnés à l'article L. 253-1 du Code rural et de la pêche maritime et aux matières fertilisantes et supports de culture mentionnés à l,article 130,LFI 2007,"Agence nationale de sécurité sanitaire, de l'alimentation, de l'environnement et du travail",Agence de l'État,2007-01-01,7.0
1771,186,Taxe pour l'évaluation et le contrôle de la mise sur le marché des produits phytopharmaceutiques et à leurs adjuvants mentionnés à l'article L. 253-1 du Code rural et de la pêche maritime et aux matières fertilisantes et supports de culture mentionnés à l,article 130,LFI 2007,"Agence nationale de sécurité sanitaire, de l'alimentation, de l'environnement et du travail",Agence de l'État,2008-01-01,8.0
1772,186,Taxe pour l'évaluation et le contrôle de la mise sur le marché des produits phytopharmaceutiques et à leurs adjuvants mentionnés à l'article L. 253-1 du Code rural et de la pêche maritime et aux matières fertilisantes et supports de culture mentionnés à l,article 130,LFI 2007,"Agence nationale de sécurité sanitaire, de l'alimentation, de l'environnement et du travail",Agence de l'État,2009-01-01,11.0
1773,186,Taxe pour l'évaluation et le contrôle de la mise sur le marché des produits phytopharmaceutiques et à leurs adjuvants mentionnés à l'article L. 253-1 du Code rural et de la pêche maritime et aux matières fertilisantes et supports de culture mentionnés à l,article 130,LFI 2007,"Agence nationale de sécurité sanitaire, de l'alimentation, de l'environnement et du travail",Agence de l'État,2010-01-01,8.0
1774,186,Taxe pour l'évaluation et le contrôle de la mise sur le marché des produits phytopharmaceutiques et à leurs adjuvants mentionnés à l'article L. 253-1 du Code rural et de la pêche maritime et aux matières fertilisantes et supports de culture mentionnés à l,article 130,LFI 2007,"Agence nationale de sécurité sanitaire, de l'alimentation, de l'environnement et du travail",Agence de l'État,2011-01-01,9.0
1775,186,Taxe pour l'évaluation et le contrôle de la mise sur le marché des produits phytopharmaceutiques et à leurs adjuvants mentionnés à l'article L. 253-1 du Code rural et de la pêche maritime et aux matières fertilisantes et supports de culture mentionnés à l,article 130,LFI 2007,"Agence nationale de sécurité sanitaire, de l'alimentation, de l'environnement et du travail",Agence de l'État,2012-01-01,9.0
1776,186,Taxe pour l'évaluation et le contrôle de la mise sur le marché des produits phytopharmaceutiques et à leurs adjuvants mentionnés à l'article L. 253-1 du Code rural et de la pêche maritime et aux matières fertilisantes et supports de culture mentionnés à l,article 130,LFI 2007,"Agence nationale de sécurité sanitaire, de l'alimentation, de l'environnement et du travail",Agence de l'État,2013-01-01,11.0
1777,208,Contribution sociale sur les bénéfices,article 45,LFI 2007,Agence nationale pour la recherche,Réaffectation aux organismes de sécurité sociale,2007-01-01,825.0
1778,208,Contribution sociale sur les bénéfices,article 45,LFI 2007,OSEO,Réaffectation aux organismes de sécurité sociale,2007-01-01,130.0
1779,9956,"Taxe perçue à l'occasion de la délivrance, du renouvellement, du duplicata ou du changement d'une carte de séjour ou équivalent prévu par les traités ou accords internationaux    ",article 46,LFI 2007,Agence nationale des titres sécurisés,Agence de l'État,2011-01-01,8.0
1780,9956,"Taxe perçue à l'occasion de la délivrance, du renouvellement, du duplicata ou du changement d'une carte de séjour ou équivalent prévu par les traités ou accords internationaux    ",article 46,LFI 2007,Agence nationale des titres sécurisés,Agence de l'État,2012-01-01,8.0
1781,9956,"Taxe perçue à l'occasion de la délivrance, du renouvellement, du duplicata ou du changement d'une carte de séjour ou équivalent prévu par les traités ou accords internationaux    ",article 46,LFI 2007,Agence nationale des titres sécurisés,Agence de l'État,2013-01-01,15.0
1782,594,TVA brute collectée sur les producteurs de boissons alcoolisées,article 53,LFI 2008,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2007-01-01,0.0
1783,594,TVA brute collectée sur les producteurs de boissons alcoolisées,article 53,LFI 2008,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2008-01-01,2080.0
1784,594,TVA brute collectée sur les producteurs de boissons alcoolisées,article 53,LFI 2008,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2009-01-01,2069.0
1785,594,TVA brute collectée sur les producteurs de boissons alcoolisées,article 53,LFI 2008,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2010-01-01,1970.0
1786,594,TVA brute collectée sur les producteurs de boissons alcoolisées,article 53,LFI 2008,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2011-01-01,2177.0
1787,594,TVA brute collectée sur les producteurs de boissons alcoolisées,article 53,LFI 2008,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2012-01-01,2100.0
